courseNumber,name,departmentCode,description,credits,professorName
CEHD 491,Research,CEHD,Credits 1 to 4. 1 to 4 Other Hours. Research conducted under the direction of faculty member in the College of Education and Human Development. May be repeated 2 times for credit. Prerequisites: Junior or senior classification and approval of instructor.,1,
CHEM 100,Horizons in Chemistry,CHEM,1 Lecture Hour. An introduction to chemistry and its relationship to and influence on society; emphasis on chemical demonstrations and the practical application of chemical phenomena. For chemistry majors. Prerequisite: Major in chemistry or approval of instructor.,1,
CHEM 105,Contemporary Issues in Science - The Environment,CHEM,"3 Lecture Hours. Science for citizens; interdisciplinary survey of contemporary issues in and future outlook on the science of our environment, including climate change, energy, plastics, agriculture, and food and water safety; future outlook on the health of our environment; critically analyze science presented in the news, on television and on social media. Cross Listing: ARSC 105/CHEM 105 .",3,
CHEM 106,Molecular Science for Citizens,CHEM,"3 Lecture Hours. (CHEM 1305, 1405*) Molecular Science for Citizens. Molecules that control daily life explored via a conceptual approach to molecular science; properties, synthesis, transformations and utility of important molecules and fuels, fibers, metals, pharmaceuticals, foods, biomolecules and structural materials; pollution, consumerism, energy production, disease, biotechnology and risk-benefit analysis considered; also taught at Galveston campus.",3,
CHEM 107,General Chemistry for Engineering Students,CHEM,"3 Lecture Hours. (CHEM 1309, 1409*) General Chemistry for Engineering Students. Introduction to important concepts and principles of chemistry; emphasis on areas considered most relevant in an engineering context; practical applications of chemical principles in engineering and technology. Students completing CHEM 107 and changing majors to curricula requiring CHEM 101 and CHEM 102 may substitute CHEM 107 for CHEM 101. Only one of the following will satisfy the requirements for a degree: CHEM 10",3,
CHEM 116,Molecular Science for Citizens Laboratory,CHEM,"3 Lab Hours. (CHEM 1105, 1405*) Molecular Science for Citizens Laboratory. The importance of molecular science to daily life illustrated by using experiments, demonstration and videos; designed to accompany CHEM 106 . Prerequisite: CHEM 106 or registration therein; also taught at Galveston campus.",1,
CHEM 117,General Chemistry for Engineering Students Laboratory,CHEM,"3 Lab Hours. (CHEM 1109, 1409*) General Chemistry for Engineering Students Laboratory. Introduction to important concepts and principles of chemistry in the laboratory; emphasis on areas considered most relevant in an engineering context; practical applications of chemical principles in engineering and technology. Students completing CHEM 117 and changing majors to curricula requiring CHEM 111 and CHEM 112 may substitute CHEM 117 for CHEM 111. Only one of the following will satisfy the requireme",1,
CHEM 119,Fundamentals of Chemistry I,CHEM,"3 Lecture Hours. 3 Lab Hours. (CHEM 1311 and 1111, 1411) Fundamentals of Chemistry I. Introduction to modern theories of atomic structure and chemical bonding; chemical reactions; stoichiometry; states of matter; solutions; equilibrium; acids and bases; coordination chemistry ; methods and techniques of chemical experimentation; qualitative and semiquantitative procedures applied to investigative situations; also taught at Galveston campus. Prerequisites: Completion of at least 90% of the ALEKS ",4,
CHEM 120,Fundamentals of Chemistry II,CHEM,"3 Lecture Hours. 3 Lab Hours. (CHEM 1312 and 1112, 1412) Fundamentals of Chemistry II. Theory and applications of oxidation-reductions systems; thermodynamics and kinetics; complex equilibria and solubility product; nuclear chemistry; descriptive inorganic and organic chemistry; introduction to analytical and synthetic methods and to quantitative techniques to both inorganic and organic compounds with emphasis on an investigative approach. Prerequisites: CHEM 119 , or CHEM 107 and CHEM 117 ; als",4,
CHEM 181,Peer-Assisted Learning Pedagogy for Chemistry,CHEM,"Credits 0-1. 0-1 Lecture Hours. Introduction and integration of current learning theory, evidence-based learning, and educational psychology into the daily operations and practice of the Chemistry Learning Laboratory; must be a peer-tutor for the Chemistry Learning Laboratory. Prerequisites: Grade of B or better in CHEM 107 , or CHEM 119 and CHEM 120 ; or grade of B or better in CHEM 257 and CHEM 258 ; approval of instructor.",0,
CHEM 220,Physics and Chemistry of Inorganic Materials,CHEM,"3 Lecture Hours. Structure, properties and function of materials developed from an atomistic and molecular perspective emphasizing quantum chemical descriptions; elements of solid-state chemistry and physics including bonding, crystal structure and symmetry, origin of electronic band structure, synthesis and characterization tools in materials chemistry and role of finite size effects. Prerequisite: CHEM 120 ; concurrent enrollment in PHYS 207 .",3,
CHEM 222,Elements of Organic and Biological Chemistry,CHEM,"3 Lecture Hours. Organic chemistry and its applications to biological and agricultural chemistry, including chemistry of functional groups, acid-base and redox chemistry, stereochemistry and chemistry of important biological compounds. Not to be used as the basis for further study in organic chemistry or biochemistry. Prerequisite: CHEM 101, CHEM 119 , or CHEM 107 .",3,
CHEM 227,Organic Chemistry I,CHEM,"3 Lecture Hours. (CHEM 2323, 2423*) Organic Chemistry I. Introduction to chemistry of compounds of carbon; general principles and their application to various industrial and biological processes. Prerequisite: CHEM 102 or CHEM 120 ; concurrent enrollment in CHEM 237 is suggested; also taught at Galveston and Qatar campuses.",3,
CHEM 228,Organic Chemistry II,CHEM,"3 Lecture Hours. (CHEM 2325, 2425*) Organic Chemistry II. Continuation of CHEM 227 . Prerequisite: CHEM 227 ; concurrent registration in CHEM 238 is suggested; also taught at Galveston and Qatar campuses.",3,
CHEM 231,Techniques of Organic Chemistry,CHEM,"1 Lecture Hour. 3 Lab Hours. Techniques of organic chemistry; preparation, properties of typical organic compounds; separation, purification, analysis, and characterization of organic compounds. Prerequisites: CHEM 112 or CHEM 120 ; concurrent enrollment in CHEM 227 .",2,
CHEM 234,Organic Synthesis and Analysis,CHEM,"1 Lecture Hour. 6 Lab Hours. The synthesis of significant types of organic compounds and study of their properties; laboratory separations of mixtures of organic substances, identification of compounds by functional group tests and preparation of derivatives; instrumental methods of separation, identification and analysis. Prerequisites: CHEM 228 or concurrent enrollment; CHEM 231 , CHEM 237 or CHEM 257 .",3,
CHEM 237,Organic Chemistry Laboratory,CHEM,"3 Lab Hours. (CHEM 2123, 2423*) Organic Chemistry Laboratory. Operations and techniques of elementary organic chemistry laboratory; preparation, reactions and properties of representative organic compounds. Prerequisites: CHEM 102 and CHEM 112, or CHEM 120 ; CHEM 227 or concurrent enrollment; also taught at Galveston and Qatar campuses.",1,
CHEM 238,Organic Chemistry Laboratory,CHEM,"3 Lab Hours. (CHEM 2125, 2425*) Organic Chemistry Laboratory. Continuation of CHEM 237 . Prerequisites: CHEM 228 or concurrent enrollment; CHEM 231 , CHEM 237 , or CHEM 257 ; also taught at Galveston and Qatar campuses.",1,
CHEM 242,Elementary Organic Chemistry Laboratory,CHEM,3 Lab Hours. Operations and techniques of elementary organic chemistry laboratory with emphasis on experiments for students of agriculture. Prerequisite: CHEM 222 or registration therein.,1,
CHEM 257,Organic Chemistry I - Structure and Function,CHEM,"3 Lecture Hours. 3 Lab Hours. Introduction to the chemistry of carbon-containing compounds, including general principles and application to various academic, industrial, and biological processes; includes elementary operations and techniques of organic chemistry laboratories. Prerequisites: CHEM 102 or CHEM 120 ; also taught at Galveston campus.",4,
CHEM 258,Organic Chemistry II - Reactivity and Applications,CHEM,"3 Lecture Hours. 3 Lab Hours. Continuation of CHEM 257 ; introduction to the chemistry of carbon-containing compounds, including general principles and application to various academic, industrial, and biological processes; includes elementary operations and techniques of organic chemistry laboratories. Prerequisites: CHEM 257 ; or CHEM 227 and CHEM 237 ; also taught at Galveston campus.",4,
CHEM 285,Directed Studies,CHEM,"Credits 1 to 4. 1 to 4 Other Hours. Introduction to research, library and laboratory work designed for the freshman or sophomore students. Prerequisite: Approval of department head.",1,
CHEM 289,Special Topics in...,CHEM,Credits 0 to 4. 0 to 4 Lecture Hours. Selected topics in an identified area of chemistry. May be repeated for credit. Prerequisite: Approval of instructor.,0,
CHEM 291,Research,CHEM,Credits 0 to 4. 0 to 4 Other Hours. Research conducted under the direction of faculty member in chemistry. May be repeated 2 times for credit. Prerequisites: Freshman or sophomore classification and approval of instructor.,0,
CHEM 310,Elements of Physical Chemistry,CHEM,"3 Lecture Hours. Thermodynamics, Quantum theory, spectroscopy, reaction kinetics, electrochemistry and macromolecules; may not be used by chemistry majors. Prerequisites: CHEM 102 or CHEM 120 ; MATH 151 and MATH 152 , MATH 140 and MATH 142 , MATH 168 and MATH 142 , or MATH 147 and MATH 148 , or equivalent; PHYS 201 or PHYS 218, or PHYS 206 and PHYS 226 ; Galveston campus.",3,
CHEM 311,Physical Chemistry Laboratory,CHEM,"3 Lab Hours. Quantitative experiments designed to illustrate some principles of thermodynamics, quantum theory, kinetics and spectroscopy; may not be used by chemistry majors. Prerequisites: CHEM 310 , CHEM 322 , or CHEM 327 , or concurrent enrollment; Galveston campus.",1,
CHEM 315,Fundamentals of Quantitative Analysis,CHEM,"3 Lecture Hours. Quantitative and statistical methods of analysis; solution chemistry; chemical equilibrium of analytically useful reactions; advanced analytical methods including electrochemistry, separations and kinetic methods. Prerequisite: CHEM 102 or CHEM 120 .",3,
CHEM 316,Quantitative Analysis,CHEM,"2 Lecture Hours. Introductory quantitative chemical analysis; error propagation and statistics; chemical equilibrium for titrations of weak acids, polyprotic acids, and EDTA; basic chemical instrumentation including spectrophotometry, electrochemistry, and chromatography. Prerequisite: CHEM 102 or CHEM 120 ; also taught at Galveston and Qatar campuses.",2,
CHEM 318,Quantitative Analysis Laboratory,CHEM,"3 Lab Hours. Laboratory work consists of selected experiments in quantitative analysis designed to typify operations of general analytical lab, including chemical analyses by volumetric and gravimetric methods; introduction to chemical measurements by spectroscopic and separations techniques and associated instrumentation. Prerequisites: CHEM 112 or CHEM 120 ; CHEM 315 or CHEM 316 , or concurrent enrollment; also taught at Galveston and Qatar campuses.",1,
CHEM 321,Physical Chemistry for Life Sciences,CHEM,"3 Lecture Hours. Physical chemistry for the description of biological processes and the structure and behavior of biological molecules and macromolecules; theory of thermodynamics, kinetics, quantum and statistical mechanics. Prerequisites: CHEM 107 or CHEM 120 ; PHYS 206 or PHYS 201 ; MATH 152 , MATH 172 , or MATH 148 , or equivalent.",3,
CHEM 322,Physical Chemistry for Engineers,CHEM,"3 Lecture Hours. Quantum theory, spectroscopy, statistical mechanics, kinetic theory, reaction kinetics, electrochemistry and macromolecules. Prerequisites: CHEM 102 or CHEM 120 ; CHEN 205 and CHEN 354 ; MATH 152 or equivalent; also taught at Galveston and Qatar campuses.",3,
CHEM 325,Physical Chemistry Laboratory I,CHEM,"3 Lab Hours. Quantitative experiments involving physical chemistry principles in areas such as thermodynamics, electrochemistry, molecular structure and equilibria using modern instrumentation. Prerequisite: CHEM 321 , or CHEM 327 or concurrent enrollment.",1,
CHEM 326,Physical Chemistry Laboratory II,CHEM,"3 Lab Hours. Quantitative experiments involving physical chemistry principles in such areas as kinetics, properties of gases, phase equilibria and macromolecules using modern instrumentation. Prerequisite: CHEM 321 , or CHEM 328 or concurrent enrollment.",1,
CHEM 327,Physical Chemistry I,CHEM,"3 Lecture Hours. Introduction to quantum mechanics, exactly solvable model problems; many electron systems and approximate methods; chemical bonding and the electronic structure of molecules; rotational, vibrational, and electronic spectroscopy; molecular symmetry. Prerequisite: MATH 152 or MATH 172 ; MATH 221 , MATH 251 or MATH 253 encouraged; PHYS 207 or equivalent.",3,
CHEM 328,Physical Chemistry II,CHEM,"3 Lecture Hours. A rigorous treatment of first, second, and third laws of thermodynamics; applications to gases (both ideal and real), liquids, solutions and phase equilibria; statistical thermodynamics; kinetic theory of gases; introduction to chemical kinetics. Prerequisite: CHEM 327 . Replaces CHEM 323 in previous catalogs.",3,
CHEM 362,Descriptive Inorganic Chemistry,CHEM,"3 Lecture Hours. Introduction to inorganic chemistry with a focus in descriptive inorganic chemistry, bonding theories in inorganic molecules and in the solid state, redox chemistry, descriptive main group and transition metal chemistry; ligand field theory, molecular magnetism and electronic spectra in transition metal complexes. Prerequisites: CHEM 102 or CHEM 120 .",3,
CHEM 383,Chemistry of Environmental Pollution,CHEM,"3 Lecture Hours. Chemical pollutants in the air, in water and on land; their generation, chemical reactivity, action on environment and disappearance through chemical mechanisms; chemistry of existing pollution abatement. Prerequisites: CHEM 120 ; junior or senior classification; also taught at Galveston campus.",3,
CHEM 415,Analytical Chemistry,CHEM,"3 Lecture Hours. Theory and practical aspects of modern instrumental methods of quantitative analysis; instrumental approaches to selectivity and sensitivity; examples of major, minor and trace component analysis. Prerequisite: CHEM 315 .",3,
CHEM 433,Advanced Inorganic Chemistry Laboratory,CHEM,"6 Lab Hours. Preparation, characterization and properties of bioinorganic, organometallic and macromolecular inorganic compounds; special techniques (glove box manipulations and double-manifold Schlenk lines) for handling air-sensitive materials. Prerequisite: CHEM 362 or registration therein.",2,
CHEM 434,Analytical Instrumentation Laboratory,CHEM,6 Lab Hours. Practical application of modern instrumental methods of quantitative analysis; atomic and molecular techniques to conduct chemical characterizations and analyses. Prerequisites: CHEM 318 ; CHEM 415 or concurrent enrollment.,2,
CHEM 446,Organic Chemistry III,CHEM,"3 Lecture Hours. Principles and applications of organic chemistry for students majoring in chemistry, chemical engineering, materials science, biological, and physical science: emphasis on chemical reactivity, mechanistic chemistry, and synthesis. Prerequisites: CHEM 228 or CHEM 258 ; or approval of instructor.",3,
CHEM 456,Chemical Biology,CHEM,"3 Lecture Hours. Application of chemical principles to biological phenomena; capstone course for advanced students, integrating organic or inorganic chemistry with biology. Prerequisites: CHEM 228 or CHEM 258 or equivalent; junior or senior classification.",3,
CHEM 458,The Chemistry of Drug Discovery,CHEM,"3 Lecture Hours. Application of organic chemistry concepts to drug design; emphasis on small molecule interaction with living systems; exploration of importance of molecular interactions in chemical biology of living systems. Prerequisites: CHEM 228 or CHEM 258 ; BICH 411 , BICH 441 , or BICH 409 .",3,
CHEM 462,Inorganic Chemistry,CHEM,"3 Lecture Hours. Periodic relationship of elements, their compounds, principles of their bonding and applications. Prerequisites: CHEM 328 and CHEM 362 .",3,
CHEM 464,Nuclear Chemistry,CHEM,3 Lecture Hours. Properties of the nucleus; radioactivity; decay kinetics; nuclear masses; theory of radioactive decay; nuclear reactions; radiochemistry; nuclear energy; hands-on demonstrations; applications to non-nuclear problems. Prerequisites: CHEM 322 or CHEM 327 ; CHEM 315 or CHEM 316 recommended; also taught at Galveston campus.,3,
CHEM 466,Polymer Chemistry,CHEM,"3 Lecture Hours. Mechanisms of polymerization reactions of monomers and molecular weight distributions of products; principles, limitations and advantages of most important methods of molecular weight determination; relationship of physical properties to structure and composition; correlations of applications with chemical constitution. Prerequisites: CHEM 228 or CHEM 258 ; also taught at Galveston and Qatar campuses.",3,
CHEM 468,Materials Chemistry of Inorganic Materials,CHEM,"3 Lecture Hours. Structure, bonding and reactivity of inorganic solids developed from a perspective emphasizing models of chemical bonding, symmetry and electronic structure; methods for characterizing extended periodic solids; descriptions of band structure and contrasts to molecular orbital theory; synthetic routes, quantum confinement and finite size effects of relevance to nanoscale materials. Prerequisites: Grade of C or better in CHEM 102 or CHEM 120 ; PHYS 207 or equivalent; junior or sen",3,
CHEM 470,Industrial Chemistry,CHEM,3 Lecture Hours. Applications of organic and inorganic chemical reactions in the manufacture of commercial products; chemistry of petroleum refining and petrochemical processing; industrial polymerization processes; commodity and fine chemical production; influence of kinetics and thermodynamics on economics of industrial chemical production; pollution abatement technology. Prerequisites: CHEM 228 or CHEM 258 ; junior or senior classification.,3,
CHEM 481,Seminar,CHEM,2 Lecture Hours. Preparation of oral and written reports on selected topics from recent technical publications.,2,
CHEM 483,Green Chemistry,CHEM,3 Lecture Hours. Environmentally benign chemistry; the design of chemical products and processes that reduce or eliminate the use and generation of hazardous substances; twelve principles of Green Chemistry; atom economy; use of renewable resources; catalysis for Green Chemistry; alternative solvents and reaction media; energy and the environment. Prerequisites: CHEM 228 or CHEM 258 ; junior or senior classification; also taught at Galveston campus.,3,
CHEM 484,Internship,CHEM,Credits 0 to 3. 0 to 3 Other Hours. Directed internship in a private firm or public agency to provide experience appropriate to the student's degree program and career objectives. May be repeated one time for credit. Must be taken on a satisfactory/unsatisfactory basis. Must be taken on a satisfactory/unsatisfactory basis. Prerequisite: Chemistry majors; approval of internship agency and advising office.,0,
CHEM 485,Directed Studies,CHEM,"Credits 1 to 16. 1 to 16 Other Hours. Introduction to research, library and laboratory work. Prerequisites: Senior classification and approval of chemistry advisor; also taught at Galveston campus.",1,
CHEM 489,Special Topics in...,CHEM,Credits 1 to 4. 1 to 4 Lecture Hours. Selected topics in an identified area of chemistry; also taught at Galveston campus. May be repeated for credit.,1,
CHEM 491,Research,CHEM,Credits 0 to 10. 0 to 10 Other Hours. Active research of basic nature under the supervision of Department of Chemistry faculty member. Registration in multiple sections of this course is possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisites: Chemistry major; junior classification or approval of chemistry advisor.,0,
CHEN 201,Elementary Chemical Engineering Lab,CHEN,"3 Lab Hours. Introduction to engineering accounting, basic statistics, dynamic systems, Excel spreadsheets, problem solving, and engineering graphics. Prerequisites: Grade of C or better in ENGR 102 and MATH 151 or approval of department.",1,
CHEN 204,Elementary Chemical Engineering,CHEN,"3 Lecture Hours. Solution of elementary problems by application of mass balances, energy balances and equilibrium relationships. Prerequisite: Grade of C or better in CHEM 120 , ENGR 102 , and MATH 152 ; grade of C or better in CHEN 201 or concurrent enrollment; grade of C or better in PHYS 206 , and PHYS 216/ENGR 216 or ENGR 216/PHYS 216 ; admission to chemical engineering major or approval of department.",3,
CHEN 205,Chemical Engineering Thermodynamics I,CHEN,"3 Lecture Hours. First and second laws of thermodynamics; volumetric properties of pure fluids; heat effects; applications to flow processes, power cycles, refrigeration. Prerequisites: Grade of C or better in CHEN 201 and CHEN 204 .",3,
CHEN 285,Directed Studies,CHEN,"Credits 1 to 4. 1 to 4 Other Hours. Directed study of special projects or studies in chemical engineering processes or operations, for lower division students. Credit not applicable to degree requirements in chemical engineering. Prerequisites: Freshman or sophomore classification; approval of department head.",1,
CHEN 289,Special Topics in...,CHEN,Credits 1 to 4. 1 to 4 Lecture Hours. Selected topics in an identified area of chemical engineering for lower division students. May be repeated for credit. Credit not applicable to degree requirements in chemical engineering. Prerequisite: Approval of instructor.,1,
CHEN 291,Research,CHEN,Credits 0 to 3. 0 Lecture Hours. 0 Lab Hours. 0 to 3 Other Hours. Research conducted under the direction of faculty member in chemical engineering. May be repeated two times for credit. Prerequisites: Approval of instructor.,0,
CHEN 304,Chemical Engineering Fluid Operations,CHEN,3 Lecture Hours. Fundamentals of fluid mechanics with applications to design and analysis of process equipment. Prerequisites: CHEN 204 with a grade of C or better; CHEN 205 or concurrent enrollment; MATH 308 with a grade of C or better.,3,
CHEN 320,Numerical Analysis for Chemical Engineers,CHEN,3 Lecture Hours. Applications of numerical analysis techniques to mathematical models of processes common to chemical and associated industries; computational methods and software for analysis of chemical engineering processes. Prerequisites: CHEN 205 with a grade of C or better; MATH 308 with a grade of C or better; or approval of department.,3,
CHEN 322,Chemical Engineering Materials,CHEN,"3 Lecture Hours. Overview of materials science with particular emphasis on classes of materials relevant to chemical engineers. Prerequisite: Grade of C or better in CHEN 204 , MATH 251 or concurrent enrollment, and CHEN 205 or concurrent enrollment; or approval of department.",3,
CHEN 323,Chemical Engineering Heat Transfer Operations,CHEN,3 Lecture Hours. Heat transfer operations. Prerequisite: Grade of C or better in CHEN 205 and CHEN 304 .,3,
CHEN 324,Chemical Engineering Mass Transfer Operations,CHEN,3 Lecture Hours. Mass transfer operations with applications to design and analysis of process equipment. Prerequisites: Grade of C or better in CHEN 354 ; grade of C or better in CHEN 323 or concurrent enrollment; or approval of department.,3,
CHEN 354,Chemical Engineering Thermodynamics II,CHEN,3 Lecture Hours. Applications of thermodynamics to pure and mixed fluids; phase equilibria and chemical reaction equilibria. Prerequisites: CHEN 205 and MATH 308 with a grade of C or better; or approval of department.,3,
CHEN 364,Kinetics and Reactor Design,CHEN,"3 Lecture Hours. Kinetics of reactions and application of fundamental principles to design and operation of commercial reactors. Prerequisites: Grade of C or better in CHEN 320 ; grade of C or better in CHEN 323 and CHEN 324 , or concurrent enrollment, or approval of department.",3,
CHEN 374,Chemical Engineering Process Industries,CHEN,"2 Lecture Hours. Overview of the major chemical process and related industries including key sectors, history, operating principles, supply chains; focus on technical, market, sustainability, and safety aspects. Prerequisites: Grade of C or better in CHEN 304 and CHEN 354 .",2,
CHEN 399,Mid-Curriculum Professional Development,CHEN,0 Other Hours. Participation in an approved high-impact learning practice; reflection on professional outcomes from engineering body of knowledge; documentation and self-assessment of learning experience at mid-curriculum point. Prerequisites: CHEN 204 and ENGL 210 ; junior or senior classification or approval of instructor.,0,
CHEN 410,Humanitarian Engineering,CHEN,"3 Lecture Hours. Basic concepts of humanitarian engineering; application of engineering and technology for the benefit of humanity and especially disadvantaged communities; understanding the role of engineers in achieving sustainable development goals; identification, formulation and solution of related engineering and design problems considering historical, cultural, ethical and practical perspectives. Prerequisite: Junior or senior classification in the College of Engineering; approval of inst",3,
CHEN 422,Unit Operations in Food Processing,CHEN,"2 Lecture Hours. 2 Lab Hours. Design of food process engineering systems; basic concepts of rheology and physical properties of foods; fundamentals of heat and mass transfer and process control. Prerequisites: Grade of C or better in CHEN 205 and CHEN 304 , or MEEN 221 . Cross Listing: BAEN 422/CHEN 422 .",3,
CHEN 425,"Process Integration, Simulation and Economics",CHEN,"2 Lecture Hours. 3 Lab Hours. Integration, simulation, and economic methods involved in the design of chemical processes and equipment. Prerequisites: Grade of C or better in CHEN 320 , CHEN 323 , CHEN 354 , and CHEN 324 or concurrent enrollment.",3,
CHEN 426,Chemical Engineering Plant Design,CHEN,"1 Lecture Hour. 6 Lab Hours. Integration of material from other chemical engineering courses with applications to the design of plants and processes representative of the chemical and related process industries. Prerequisites: Grade of C or better in CHEN 322 , CHEN 364 , CHEN 374 and CHEN 425 .",3,
CHEN 430,Risk Engineering,CHEN,"3 Lecture Hours. Concepts of risk and risk assessment, including use of all available information to provide a foundation for risk-informed and cost-effective engineering practices; examples and exercises from a variety of engineering areas. Prerequisite: Junior or senior classification. Cross Listing: SENG 430/CHEN 430 .",3,
CHEN 432,Chemical Engineering Laboratory I,CHEN,1 Lecture Hour. 3 Lab Hours. Laboratory work based on CHEN 304 and CHEN 323 . Prerequisites: Grade of C or better in CHEN 323 and ENGL 210 .,2,
CHEN 433,Chemical Engineering Laboratory II,CHEN,"1 Lecture Hour. 3 Lab Hours. Laboratory work based on CHEN 324 , CHEN 364 , CHEN 432 , and CHEN 461 . Prerequisites: Grade of C or better in CHEN 324 , CHEN 364 , CHEN 432 , and CHEN 461 .",2,
CHEN 449,Nanomaterials for Energy Conversion,CHEN,"3 Lecture Hours. Instruction in ultra-small materials useful for fabricating next-generation energy conversion devices (e.g., thermoelectrics, and photovoltaics) synthesized in various forms including nanoparticles and quantum dots, nanowires and nanotubes, and thin films; exploration of the fabrication and assembly of these materials; involves the use of both traditional materials syntheses approaches (e.g., chemical vapor deposition) and newer syntheses approaches (e.g., template-assisted synt",3,
CHEN 450,Microfabrication and Microfluidics Technology,CHEN,"3 Lecture Hours. Micro Electro Mechanical Systems (MEMS) technology; study the fundamentals of fluidics, heat and mass transfer, surface chemistry, and electrochemical interactions. Prerequisite: Junior or senior classification.",3,
CHEN 451,Introduction to Polymer Engineering,CHEN,"3 Lecture Hours. Fundamentals of polymer reaction kinetics, morphology, chemical and rheological properties with applications to polymer synthesis, production and processing operations. Prerequisite: Senior classification in chemical engineering or approval of instructor.",3,
CHEN 455,Process Safety Engineering,CHEN,"3 Lecture Hours. Applications of engineering principles to process safety and hazards analysis, mitigation, and prevention, with special emphasis on the chemical process industries; includes source modeling for leakage rates, dispersion, analysis, relief valve sizing, fire and explosion damage analysis, hazards identification, risk analysis, accident investigations. Prerequisites: Grade of C or better in CHEN 322 ; senior classification; engineering majors. Cross Listing: SENG 455/CHEN 455 .",3,
CHEN 456,Advanced Chemical Process Optimization I,CHEN,"3 Lecture Hours. State-of-the-art optimization based techniques for process synthesis, process design and process operability; emphasis on mathematical modeling via mixed integer and continuous optimization formulations and application to heat integration problems; use modeling/optimization software systems. Prerequisites: Senior classification or approval of instructor.",3,
CHEN 457,Environmental Engineering,CHEN,"3 Lecture Hours. Overview of environmental engineering for chemical engineers; analyzing and solving environmental problems associated with engineered systems; emphasis on water/wastewater quality and treatment, air pollution control, and soil and hazardous waste management; includes guest lectures and field trips. Prerequisites: CHEN 304 and CHEN 354 or approval of instructor; junior or senior classification; Qatar campus.",3,
CHEN 459,Gas and Petroleum Processing,CHEN,"3 Lecture Hours. Design and operation of petroleum and gas processing facilities including hydrate suppression, dehydration, sweetening, sulfur recovery, LPG and liquid recovery, refining operations; analysis of the design and operations involving a large degree of process simulation. Prerequisites: Grade of C or better in CHEN 323 .",3,
CHEN 460,Quantitative Risk Analysis in Safety Engineering,CHEN,"3 Lecture Hours. Fundamental concepts, techniques, and applications of risk analysis and risk-informed decision making for engineering students; practical uses of probabilistic methods are demonstrated in exercises and case studies from diverse engineering areas. Prerequisite: Senior or graduate classification. Cross Listing: SENG 460/CHEN 460 .",3,
CHEN 461,Process Dynamics and Control,CHEN,3 Lecture Hours. Analysis of process dynamics and methods for the design of automatic control systems for chemical process plants. Prerequisite: Grade of C or better in CHEN 320 and CHEN 364 or concurrent enrollment.,3,
CHEN 463,Systems Biology,CHEN,"3 Lecture Hours. Experimental and computational techniques in systems biology; includes high throughput experiments, data analysis, modeling and simulation; discussed in the context to specific applications such as signal transduction. Prerequisite: CHEN 482 or approval of instructor.",3,
CHEN 465,Sustainable Design of Chemical Processes,CHEN,"3 Lecture Hours. Sustainability in chemical engineering; including sustainable approaches to design and development of processes, products, energy usage, renewable energy system and emission reduction; systems thinking, process performance and mathematical tools. Prerequisites: Grade of C or better in CHEN 425 .",3,
CHEN 468,Zymology,CHEN,"3 Lecture Hours. Zymology and the application of fundamental principles of chemical engineering in the production of fermented foods, specifically the beer brewing process; exploration of the basics of food fermentation and fermented beverage preparation technology as well as providing fundamental knowledge in beer production methods and processes. Prerequisites: Must be 21 years of age; junior or senior classification; chemical engineering major.",3,
CHEN 469,Chemical Engineering Car Design,CHEN,"1 Lecture Hour. Application of chemical, physical and engineering principles in design process, idea generation and development of design concepts, economic, safety and performance analysis. May be taken four times for credit. Prerequisites: CHEN 204 , CHEN 205 ; junior or senior classification or approval of instructor.",1,
CHEN 471,Bioreactor Engineering,CHEN,"3 Lecture Hours. Fundamentals of microbial and enzyme kinetics; basic biochemical reaction theory and reactor systems; heterogeneous reactions and transport considerations in enzyme and cell reactors, and immobilized systems; bioreactor design considerations in bioprocessing. Prerequisite: Grade of C or better in CHEN 282, CHEN 482 , or BAEN 302 ; junior or senior classification or approval of instructor. Cross Listing: BAEN 471/CHEN 471 .",3,
CHEN 473,Electrochemical Science and Engineering,CHEN,"3 Lecture Hours. Examination of basic principles of electrochemistry, electroanalytical characterization, and electrochemical devices; exploration of electrochemical processes in the context of kinetics, thermodynamics, and transport. Prerequisites: CHEN 205 ; junior or senior classification.",3,
CHEN 475,Microelectronics Process Engineering,CHEN,"3 Lecture Hours. State-of-the-art process engineering principles on microelectronics, especially for the fabrication of very large scale integrated circuits (VLSICs); fundamental unit processes, such as thin film deposition, thermal growth, lithography, etching and doping, material structures and properties, and basic device operation principles. Prerequisites: CHEN 354 and CHEN 364 or approval of instructor; CHEM 322 .",3,
CHEN 476,Applied Catalysis,CHEN,"3 Lecture Hours. Principles of catalysis and applications to industrial reactions; catalyst preparation, methods for catalyst characterization, deactivation mechanisms and regeneration techniques, catalyst testing (laboratory and industrial reactors), fundamentals of kinetics of heterogeneous reactions; applications to selected industrial processes. Prerequisites: Grade of C or better in CHEN 354 ; Grade of C or better in CHEN 364 or concurrent enrollment; junior or senior classification; Qatar ",3,
CHEN 478,Advanced Process Economics and Finance for Chemical Engineers,CHEN,"3 Lecture Hours. Application of economic principles and valuation techniques from projects to entire companies; background in debt, equity, cost of capital, and determination of a company-specific discount rate; development of financial models which include risk and uncertainty; foundation for consideration in a career in management with significant financial responsibility. Prerequisites: Grade of C or better in CHEN 425 or approval of instructor and Department Head.",3,
